drugbank_id,name,groups,atc_codes,smiles,logP
DB16702,Famprofazone,experimental,,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,
DB16703,Belumosudil,approved|investigational,L04AA48,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,
DB16704,Durlobactam,approved|investigational,,CC1=CC2CN(C(=O)N2OS(=O)(=O)O)C1C(N)=O,
DB16707,Gavorestat,investigational,,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2cscc12,
DB16733,Rimtuzalcap,investigational,,Cc1ccn(-c2nc(NC3CCC(F)(F)CC3)cc(N3CCOCC3)n2)n1,
DB16734,STG-001,investigational,,O=C(O)CCn1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,
DB16735,PAT-1251,investigational,,NCc1cc(Oc2cccc(C(=O)N3CC(O)C(F)C3)c2)nc(C(F)(F)F)c1,
DB16737,MM3122,experimental,,CC(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCN=C(N)N)C(=O)c1nc2ccccc2s1,
DB16739,MK-886,experimental,,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,
DB16741,Bortezomib D-mannitol,approved,,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B1OC(C(O)CO)C(C(O)CO)O1,
DB16745,PXT 3003,investigational,,CCOC(=O)c1cnc(NC2CCCCC2)c(NCc2ccccc2)c1,
DB16754,TPMPA,experimental,,CP(=O)(O)C1=CCNCC1,
DB16756,Ivarmacitinib,experimental|investigational,,COc1nsc(NC(=O)N2CC3CC(N(C)c4ncnc5[nH]ccc45)CC3C2)n1,
DB16758,BAY-876,experimental,,Cc1c(NC(=O)c2cc(C(N)=O)nc3cc(F)ccc23)c(C(F)(F)F)nn1Cc1ccc(C#N)cc1,
DB16759,Fasentin,experimental,,CC(=O)CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,
DB16760,Lavendustin b,experimental,,O=C(O)c1cc(N(Cc2ccccc2O)Cc2ccccc2O)ccc1O,
DB16761,STF-31,experimental,,CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccnc3)cc2)cc1,
DB16762,Tyrphostin B44,experimental,,CC(NC(=O)C(C#N)=Cc1ccc(O)c(O)c1)c1ccccc1,
DB16763,Tyrphostin AG 835,experimental,,CC(N=C(O)C(C#N)=Cc1ccc(O)c(O)c1)c1ccccc1,
DB16764,WZB-117,experimental,,O=C(Oc1cccc(F)c1OC(=O)c1cccc(O)c1)c1cccc(O)c1,
DB16765,3-O-Methyl-d-glucose,experimental,,COC(C(O)C=O)C(O)C(O)CO,
DB16766,Cytochalasin B,experimental,,C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23OC(=O)C=CC(O)CCCC(C)CC=CC3C1O,
DB16767,Isorhamnetin,experimental,,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,
DB16768,Lavendustin A,experimental,,O=C(O)c1cc(N(Cc2ccccc2O)Cc2cc(O)ccc2O)ccc1O,
DB16769,"Methyl 2,5-dihydroxycinnamate",experimental,,COC(=O)C=Cc1cc(O)ccc1O,
DB16770,Morin,experimental,,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,
DB16771,Phlorizin,experimental,,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,
DB16772,Rhamnetin,experimental,,COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,
DB16773,Tyrphostin AG 555,experimental,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,
DB16774,Tyrphostin B48,experimental,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)Nc1ccccc1,
DB16775,Tyrphostin B56,experimental,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,
DB16776,Tyrphostin AG 879,experimental,,CC(C)(C)c1cc(C=C(C#N)C(=N)S)cc(C(C)(C)C)c1O,
DB16778,Lutetium Lu-177 vipivotide tetraxetan,approved,,O=C([O-])CN1CCN(CC(=O)[O-])CCN(CC(=O)NCC2CCC(C(=O)NC(Cc3ccc4ccccc4c3)C(=O)NCCCCC(NC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)CC2)CCN(CC(=O)[O-])CC1.[Lu+3],
DB16821,S-49076,investigational,,O=C1Nc2ccc(CN3C(=O)CSC3=O)cc2C1=Cc1cc(CN2CCOCC2)c[nH]1,
DB16822,AZD-5069,investigational,,CC(Oc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)C(O)CO,
DB16823,Vebreltinib,investigational,,Cn1cc2cc(C(F)(F)c3nnc4ccc(-c5cnn(C6CC6)c5)nn34)c(F)cc2n1,
DB16824,Cepharanthine,investigational,,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,
DB16825,Itanapraced,investigational,,O=C(O)C1(c2ccc(-c3ccc(Cl)c(Cl)c3)c(F)c2)CC1,
DB16826,Repotrectinib,approved|investigational,,CC1CNC(=O)c2cnn3ccc(nc23)NC(C)c2cc(F)ccc2O1,
DB16827,Triethyl citrate,investigational,,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,
DB16828,MK-2206,investigational,,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,
DB16829,Abscisic Acid,investigational,,CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O,
DB16830,Paeonol,investigational,,COc1ccc(C(C)=O)c(O)c1,
DB16831,Cinchonidine,investigational,,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,
DB16832,Fadrozole,investigational,,N#Cc1ccc(C2CCCc3cncn32)cc1,
DB16833,Adenosine disphosphate,investigational,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,
DB16834,AZD-7648,investigational,,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,
DB16835,GLPG-1837,investigational,,CC1(C)Cc2c(sc(NC(=O)c3cc[nH]n3)c2C(N)=O)C(C)(C)O1,
DB16836,Vitexin,investigational,,O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,
DB16837,Azasetron,investigational,,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,
DB16838,BLZ-945,investigational,,CNC(=O)c1cc(Oc2ccc3nc(NC4CCCCC4O)sc3c2)ccn1,
DB16839,Raffinose,investigational,,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,
DB16840,Tebipenem pivoxil,investigational,J01DH06,CC(O)C1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)C(C)C12,
DB16841,Tolimidone,investigational,,Cc1cccc(Oc2cnc(=O)[nH]c2)c1,
DB16842,Hippuric acid,investigational,,O=C(O)CNC(=O)c1ccccc1,
DB16843,ODM-203,investigational,,Cn1cc(-c2ccc3c(c2)ncn3-c2cc(NS(=O)(=O)C3CC3)cc(-c3ccc(F)cc3F)c2)cn1,
DB16844,BMS-833923,investigational,,CNCc1ccc(C)c(NC(=O)c2ccc(Nc3nc(-c4ccccc4)c4ccccc4n3)cc2)c1,
DB16845,Roblitinib,investigational,,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,
DB16846,Pidnarulex,investigational,,Cc1cnc(CNC(=O)c2c(=O)c3ccc(N4CCCN(C)CC4)nc3n3c2sc2ccccc23)cn1,
DB16847,Olprinone,investigational,,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,
DB16848,ORY-1001,investigational,,NC1CCC(CNC2CC2c2ccccc2)CC1,
DB16849,Mivavotinib,investigational,,Cn1cc(-c2nc(NC3CCCCC3N)c(F)c3c2C(=O)NC3)cn1,
DB16850,Tosufloxacin,investigational,J01MA22|S01AE09,NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,
DB16851,Bentamapimod,investigational,,N#CC(c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1,
DB16852,Remibrutinib,investigational,,C=CC(=O)N(C)CCOc1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2F)c1C,
DB16853,Rhodamine B,investigational,,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc2c1.[Cl-],
DB16854,Caryophyllene,investigational,,C=C1CCC=C(C)CCC2C1CC2(C)C,
DB16855,Tyrosol,investigational,,OCCc1ccc(O)cc1,
DB16856,Furfural,investigational,,O=Cc1ccco1,
DB16857,Undecanoic acid,investigational,,CCCCCCCCCCC(=O)O,
DB16858,Pyrrolidine,investigational,,C1CCNC1,
DB16859,Naringin,investigational,,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,
DB16860,Benzyl isothiocyanate,experimental,,S=C=NCc1ccccc1,
DB16861,Azodicarbonamide,investigational,,NC(=O)N=NC(N)=O,
DB16862,Indigo,experimental|investigational,,O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,
DB16863,Butylated hydroxytoluene,investigational,,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,
DB16864,Chlorocresol,investigational,,Cc1cc(O)ccc1Cl,
DB16865,Rosmarinic acid,investigational,,O=C(C=Cc1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,
DB16866,Ethoxyquin,investigational,,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,
DB16868,Acesulfame,investigational,,CC1=CC(=O)NS(=O)(=O)O1,
DB16869,Setanaxib,investigational,,CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1,
DB16870,Isosteviol,investigational,,CC12CCC3C(CCC4C(C)(C(=O)O)CCCC34C)(CC1=O)C2,
DB16871,Hematoxylin,investigational,,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,
DB16872,HEPES,investigational,,O=S(=O)(O)CCN1CCN(CCO)CC1,
DB16874,CB-5083,investigational,,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,
DB16875,GSK-2982772,investigational,,CN1C(=O)C(NC(=O)c2n[nH]c(Cc3ccccc3)n2)COc2ccccc21,
DB16876,SRA-737,investigational,,N#Cc1cnc(Nc2cc(NCC3CNCCO3)c(C(F)(F)F)cn2)cn1,
DB16877,Ampiroxicam,investigational,,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,
DB16878,FDL169,investigational,,CCOc1ccc2c(-c3cccc(F)c3)nn(CC(=O)N(C)c3ccc4nc(C)oc4c3)c(=O)c2c1,
DB16879,AMG-319,investigational,,CC(Nc1ncnc2[nH]cnc12)c1cc2ccc(F)cc2nc1-c1ccccn1,
DB16880,Arctigenin,investigational,,COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O,
DB16881,E-52862,investigational,,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1,
DB16882,Stevioside,investigational,,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,
DB16883,JNJ-38877618,investigational,,FC(F)(c1ccc2ncccc2c1)c1nnc2ccc(-c3ccncc3)nn12,
DB16884,Isonicotinic acid,investigational,,O=C(O)c1ccncc1,
DB16885,Eupatilin,investigational,,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,
DB16886,Tanshinone I,investigational,,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,
DB16887,Ibuprofen piconol,investigational,,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,
DB16888,GSK-2881078,investigational,,CC(CS(C)(=O)=O)n1ccc2c(C(F)(F)F)c(C#N)ccc21,
DB16889,Olanexidine,investigational,,CCCCCCCCNC(=N)NC(=N)NCc1ccc(Cl)c(Cl)c1,
DB16890,Betulin,investigational,,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,
DB16891,ENMD-981693,investigational,,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(C=Cc3ccccc3)n2)n[nH]1,
DB16892,Sinomenine,investigational,,COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O,
DB16893,S-38093,investigational,,NC(=O)c1ccc(OCCCN2CC3CCCC3C2)cc1,
DB16894,INCB-054329,investigational,,Cc1noc(C)c1-c1ccc2[nH]c(=O)n3c2c1OCC3c1ccccn1,
DB16895,GSK-2879552,investigational,,O=C(O)c1ccc(CN2CCC(CNC3CC3c3ccccc3)CC2)cc1,
DB16897,NS-8593,experimental,,c1ccc2c(c1)CCCC2Nc1nc2ccccc2[nH]1,
DB16898,NS13001,experimental,,Cc1cc(C)n(-c2nc(Nc3ccc(Cl)cc3)c3ncn(C)c3n2)n1,
DB16906,Bocidelpar,investigational,,Cc1cnc(-c2ccc(C(F)(F)F)cc2)n1Cc1ccccc1OCCCC(C)CC(=O)O,
DB16907,"Zoledronate D,L-Lysine Monohydrate",approved|investigational,,NCCCCC(N)C(=O)O.O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,
DB16908,Flindokalner,investigational,,COc1ccc(Cl)cc1C1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,
DB16909,TIK-301,investigational,,COc1cc2c(C(C)CNC(C)=O)c[nH]c2cc1Cl,
DB16911,AF-710B,investigational,,CC1SC2(CCN(C)CC2)CN1C(=O)CCc1c[nH]c2ccccc12,
DB16921,Oxaloacetic acid,investigational,,O=C(O)CC(=O)C(=O)O,
DB16929,Sodium dichloroacetate,investigational,,O=C([O-])C(Cl)Cl.[Na+],
DB16930,Glycerol Tribenzoate,investigational,,O=C(OCC(COC(=O)c1ccccc1)OC(=O)c1ccccc1)c1ccccc1,
DB16931,ASC-JM-17,investigational,,COc1ccc(C=CC(=O)C(CC2CCC2)C(=O)C=Cc2ccc(OC)c(OC)c2)cc1OC,
DB16932,Icerguastat,investigational,,N=C(N)NN=Cc1ccccc1Cl,
DB16933,EHP-102,investigational,,CCCCCC1=C(NCC)C(=O)C(CC=C(C)CCC=C(C)C)=C(O)C1=O,
DB16935,20-Hydroxyecdysone,investigational,,CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,
DB16936,F-15599,investigational,,Cc1cnc(CNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)nc1,
DB16937,Valiloxibic acid,investigational,,CC(C)C(N)C(=O)OCCCC(=O)O,
DB16938,D-157495,investigational,,Nc1nc(N)c2c(OCC3CCN(Cc4c(Cl)cccc4Cl)CC3)cccc2n1,
DB16939,TAK-418 free base,investigational,,O=C(NC1CCOCC1)c1csc(C2CC2NCC2CC2)c1,
DB16942,Ilepcimide,investigational,,O=C(C=Cc1ccc2c(c1)OCO2)N1CCCCC1,
DB16943,STX-107,investigational,,Cc1nc(C#Cc2ccc(-c3cc(F)cc(C#N)c3)nc2)cs1,
DB16944,ARM-210,investigational,,COc1ccc2c(c1)CN(Cc1ccc(C(=O)O)cc1)CCS2,
DB16945,CDD-0102,investigational,,CCc1noc(C2CN=CNC2)n1,
DB16947,Propofol Hemisuccinate,experimental,,CC(C)c1cccc(C(C)C)c1OC(=O)CCC(=O)O,
DB16948,Ganglioside GM1,investigational,,CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3NC(C)=O)C(OC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C2O)C(O)C1O)NC(=O)CCCCCCCCCCCCCCCCC,
DB16949,Deulinoleate ethyl,investigational,,[H]C([H])(C=CCCCCC)C=CCCCCCCCC(=O)OCC,
DB16950,BN-82451,experimental|investigational,,CC(C)(C)c1cc(-c2csc(CN)n2)cc(C(C)(C)C)c1O,
DB16951,NB-124 sulfate,investigational,,CC(N)C1OC(OC2C(O)C(N)CC(N)C2OC2OC(C(C)O)C(O)C(O)C2N)C(O)C1O.O=S(=O)(O)O,
DB16953,NT 13,experimental,,CC(O)C(N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NC(C(=O)O)C(C)O,
DB16954,Ezeprogind,investigational,,CC(C)CN(CCCN1CCN(CCCNc2nc3ccccc3[nH]2)CC1)CC(C)C,
DB16955,RG-2833,investigational,,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,
DB16957,N-T-Butylhydroxylamine,investigational,,CC(C)(C)NO,
DB16961,Leupeptin,investigational,,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N,
DB16962,Danavorexton,investigational,,COC(=O)N1CCCC(NS(C)(=O)=O)C1COC1CCC(c2ccccc2)CC1,
DB16963,Copper(II) dithiosemicarbazone,experimental|investigational,,CNC([S-])=NN=C(C)C(C)=NN=C([S-])NC.[Cu+2],
DB16965,PBT-434,approved|investigational,,CCNCc1nc2c(O)c(Cl)cc(Cl)c2c(=O)n1C,
DB16966,Phosphopantothenic acid,experimental,,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O,
DB16967,Enadoline,investigational,,CN(C(=O)Cc1cccc2occc12)C1CCC2(CCCO2)CC1N1CCCC1,
DB16968,SRX-246,investigational,,CC(NC(=O)C(CC(=O)N1CCC(N2CCCCC2)CC1)N1C(=O)C(N2C(=O)OCC2c2ccccc2)C1C=Cc1ccccc1)c1ccccc1,
DB16987,Soticlestat,investigational,,O=C(c1cccnc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1,
DB16995,NP-51,investigational,,N=C(NOCC(O)CN1CCCCC1)c1cccnc1,
DB17015,MRK-003,investigational,,O=S1(=O)NC2(CN1CC(F)(F)F)C1CCC2Cc2cc(C=CCN3CCC(C(F)(F)F)CC3)ccc2C1,
DB17016,MK-4541,investigational,,CN1C(=O)C=CC2(C)C3CCC4(C)C(N=C(O)OCC(F)(F)F)CCC4C3CCC12,
DB17018,AZD-5153,investigational,,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)C5C)cc4)CC3)nn12,
DB17020,PBR-06 F-18,investigational,,COc1ccc(OC)c(CN(C(=O)CF)c2ccccc2Oc2ccccc2)c1,
DB17021,JQ1,investigational,,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,
DB17022,Arachidonyltrifluoromethane,investigational,,CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F,
DB17023,ABT-737,investigational,,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-],
DB17024,Chelerythrine,investigational,,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,
DB17025,Diphenyleneiodonium,investigational,,c1ccc2c(c1)[I+]c1ccccc1-2,
DB17026,Ellipticine,investigational,,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,
DB17027,GBR-12783,investigational,,C(=Cc1ccccc1)CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,
DB17028,GBR-12879,investigational,,Fc1ccc(C(OCCN2CCN(CC=Cc3ccccc3)CC2)c2ccc(F)cc2)cc1,
DB17029,Go-6976,investigational,,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,
DB17030,GSK-269962A,investigational,,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,
DB17031,Homidium,investigational,,CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,
DB17032,Indatraline,investigational,,CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,
DB17033,JTC-801 free base,investigational,,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1,
DB17034,Dacinostat,investigational,,O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,
DB17035,LY-2183240,investigational,,CN(C)C(=O)n1nnnc1Cc1ccc(-c2ccccc2)cc1,
DB17036,N-oleoyldopamine,investigational,,CCCCCCCCC=CCCCCCCCC(=O)NCCc1ccc(O)c(O)c1,
DB17037,NNC-55-0396 free base,investigational,,CC(C)C1c2ccc(F)cc2CCC1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1,
DB17038,NSC-663284,investigational,,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,
DB17039,Nutlin-3,investigational,,COc1ccc(C2=NC(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,
DB17040,PD-169316,investigational,,O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,
DB17041,PD-173952,investigational,,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2c[nH]c(=Nc3ccc(N4CCOCC4)cc3)nc21,
DB17042,PD-98059,investigational,,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,
DB17043,PHA-767491,investigational,,OC1=NCCc2[nH]c(-c3ccncc3)cc21,
DB17044,Phenylmercuric acetate,investigational,,CC(=O)O[Hg]c1ccccc1,
DB17045,Phorbol 12-myristate 13-acetate diester,investigational,,CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,
DB17046,PI-103,investigational,,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,
DB17047,PIK-75,investigational,,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)N=Cc1cnc2ccc(Br)cn12,
DB17048,Plumbagin,investigational,,CC1=CC(=O)c2c(O)cccc2C1=O,
DB17049,Pristimerin,investigational,,COC(=O)C1(C)CCC2(C)CCC3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)C4(C)CCC3(C)C2C1,
DB17050,RS-39604,investigational,,COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC2CCN(CCNS(C)(=O)=O)CC2)cc(OC)c1,
DB17052,SB 224289,investigational,,Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1,
DB17053,Scriptaid,investigational,,O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO,
DB17054,SKF-96365 free base,investigational,,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,
DB17055,SNX-2112,investigational,,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(NC4CCC(O)CC4)c3)c2C1,
DB17056,Spiperone,investigational,,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,
DB17057,SRT-1720,investigational,,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1,
DB17058,TPCA-1,investigational,,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,
DB17059,TW-37,investigational,,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,
DB17060,U-0126,investigational,,N#CC(=C(N)Sc1ccccc1N)C(C#N)=C(N)Sc1ccccc1N,
DB17061,VEGFR 2 Kinase inhibitor I,investigational,,CCOC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccccc32)c1C,
DB17062,Sepantronium,investigational,,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,
DB17063,ZK-93423,investigational,,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC,
DB17064,ZM-39923,investigational,,CC(C)N(CCC(=O)c1ccc2ccccc2c1)Cc1ccccc1,
DB17065,Simpinicline,investigational,,C(=CC1CCNC1)c1cncnc1,
DB17071,Vocacapsaicin,investigational,,CNCC1CCCCN1C(=O)Oc1ccc(CNC(=O)CCCCC=CC(C)C)cc1OC,
DB17074,Amiselimod,experimental,,CCCCCCCOc1ccc(CCC(N)(CO)CO)cc1C(F)(F)F,
DB17077,AZD-1940,investigational,,CCS(=O)(=O)Nc1ccc2c(c1)nc(C(C)(C)C)n2CC1CCC(F)(F)CC1,
DB17079,GDC-0134,investigational,,Nc1ncc(-c2cc(N3CC4CC3CO4)nc(N3CCC(F)(F)C3)n2)cc1OC(F)F,
DB17083,Linzagolix,approved,H01CC04,COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)O)c3c2=O)cc1OCc1c(OC)ccc(F)c1F,
DB17084,Gadopiclenol,approved,V08CA12,O=C(CCC(C(=O)[O-])N1CCN(C(CCC(=O)NCC(O)CO)C(=O)[O-])Cc2cccc(n2)CN(C(CCC(=O)NCC(O)CO)C(=O)[O-])CC1)NCC(O)CO.[Gd+3],
DB17094,MK-7288,investigational,,COc1ccc2c(n1)C(=O)OC21CCC(C(=O)N(C)CCN2CCCCC2)CC1,
DB17096,UCB7362,investigational,,CC1CC(N2C(=N)NC(C)(c3cccc(NC(=O)c4cccc(C#N)c4)c3Cl)CC2=O)CCO1,
DB17097,Vorasidenib,investigational,,CC(Nc1nc(NC(C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,
DB17099,SY-5609,investigational,,CC1(C)CCC(Nc2ncc(C(F)(F)F)c(-c3c[nH]c4c(P(C)(C)=O)c(C#N)ccc34)n2)CN1,
DB17100,NEO-212,investigational,,C=C(C)C1CC=C(COC(=O)NC(=O)c2ncn3c(=O)n(C)nnc23)CC1,
DB17101,SC 41930,investigational,,CCCc1c(OCCCOc2ccc(C(C)=O)c(OC)c2CCC)ccc2c1OC(C(=O)O)CC2,
DB17102,Ioflubenzamide I-131,investigational,,CCN(CC)CCNC(=O)c1cc(I)c(NC(=O)c2ccc(F)cc2)cc1OC,
DB17103,Solasonine,investigational,,CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,
DB17104,BG-P400-TAT,investigational,,N=C(N)NCc1ccc(OCCOCCOCCOCCOCCOCCOCCn2cc(COc3c(I)cc(Oc4c(I)cc(CC(=O)O)cc4I)cc3I)nn2)cc1,
DB17105,Venadaparib,investigational,,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CC(CNC2CC2)C1,
